Filename,Original,Translate
trad_divina_commedia_inferno_3_29.csv,e l Abbagliato suo senno proferse.,"e i suoi campi, e Abbagliato ha mostrato il suo spirito."
trad_divina_commedia_inferno_3_29.csv,Ma perch  sappi chi s  ti seconda,"Ma, per farti sapere chi c e  nel tuo accampamento..."
trad_divina_commedia_inferno_3_29.csv,"contra i Sanesi, aguzza ver  me l occhio,","contro i senesi, guardami da vicino"
trad_divina_commedia_inferno_3_29.csv,s  che la faccia mia ben ti risponda ,affinch  il mio volto stesso possa risponderti.
trad_divina_commedia_inferno_3_29.csv,"s  vedrai ch io son l ombra di Capocchio,"," Vedrete che sono l ombra di Capocchio,"
trad_divina_commedia_inferno_3_30.csv,Nel tempo che Iunone era crucciata,"Una volta quando Giunone, furioso con Semele,"
trad_divina_commedia_inferno_3_30.csv,"per Semel  contra  l sangue tebano,","inventato la sua rabbia contro la casa di Tebe,"
trad_divina_commedia_inferno_3_30.csv,"come mostr  una e altra f ata,","come aveva fatto in pi  di un occasione,"
trad_divina_commedia_inferno_3_30.csv,"Atamante divenne tanto insano,",Athamas   impazzito cos  tanto che quando ha visto
trad_divina_commedia_inferno_3_30.csv,che veggendo la moglie con due figli,"sua moglie si avvicina con entrambi i figli,"
trad_divina_commedia_inferno_3_30.csv,"andar carcata da ciascuna mano,","Tenerne uno su questo braccio, uno su quello,"
trad_divina_commedia_inferno_3_30.csv,"grid    Tendiam le reti, s  ch io pigli",Grid    Distendiamo le reti cos  posso intrappolare
trad_divina_commedia_inferno_3_30.csv,la leonessa e   leoncini al varco  ,la leonessa con i suoi cuccioli mentre passano! 
trad_divina_commedia_inferno_3_30.csv,"e poi distese i dispietati artigli,",Poi ha raggiunto fuori e con artigli spietati
trad_divina_commedia_inferno_3_30.csv,"prendendo l un ch avea nome Learco,","prese colui che si chiamava Learco,"
trad_divina_commedia_inferno_3_30.csv,e rotollo e percosselo ad un sasso ,L ha girato e l ha colpito su una roccia.
trad_divina_commedia_inferno_3_30.csv,e quella s anneg  con l altro carco.,A quel punto si   affogata con l altro suo fardello.
trad_divina_commedia_inferno_3_30.csv,E quando la fortuna volse in basso,"Quando la Fortuna ebbe sottomesso l altissimo,"
trad_divina_commedia_inferno_3_30.csv,"l altezza de  Troian che tutto ardiva,","spirito audace dei Troiani,"
trad_divina_commedia_inferno_3_30.csv,"s  che  nsieme col regno il re fu casso,","cos  che sia il re che il regno furono demoliti,"
trad_divina_commedia_inferno_3_30.csv,"Ecuba trista, misera e cattiva,","Ecuba... miserabile, addolorato, prigioniero..."
trad_divina_commedia_inferno_3_30.csv,"poscia che vide Polissena morta,","quando ha visto Polyxena massacrare e,"
trad_divina_commedia_inferno_3_30.csv,e del suo Polidoro in su la riva,"donna in lutto, quando ha visto"
trad_divina_commedia_inferno_3_30.csv,"del mar si fu la dolorosa accorta,","Polidoro morto sulla riva,"
trad_divina_commedia_inferno_3_30.csv,forsennata latr  s  come cane ,"impazzi  e inizi  ad abbaiare come un cane,"
trad_divina_commedia_inferno_3_30.csv,tanto il dolor le f  la mente torta.,il suo dolore le ha sconvolto la mente.
trad_divina_commedia_inferno_3_30.csv,Ma n  di Tebe furie n  troiane,Ma nessun Tebano impazzito dalla rabbia...
trad_divina_commedia_inferno_3_30.csv,"si vider m i in alcun tanto crude,",o Troiano      mai sembrato cos  crudele
trad_divina_commedia_inferno_3_30.csv,"non punger bestie, nonch  membra umane,","nelle bestie recidenti, molto meno le parti umane,"
trad_divina_commedia_inferno_3_30.csv,"quant io vidi in due ombre smorte e nude,","come due pallidi, nudi ombre ho visto,"
trad_divina_commedia_inferno_3_30.csv,che mordendo correvan di quel modo,schioccando le loro mascelle mentre si precipitavano in su
trad_divina_commedia_inferno_3_30.csv,che  l porco quando del porcil si schiude.,come i maiali che si caricano da un vigliacco aperto.
trad_divina_commedia_inferno_3_30.csv,"L una giunse a Capocchio, e in sul nodo","Quello   venuto a Capocchio, ha messo le sue zanne"
trad_divina_commedia_inferno_3_30.csv,"del collo l assann , s  che, tirando,","nel suo collo, poi lo ha trascinato"
trad_divina_commedia_inferno_3_30.csv,grattar li fece il ventre al fondo sodo.,Cosi  la sua pancia ha raschiato il terreno duro come la roccia.
trad_divina_commedia_inferno_3_30.csv,"E l Aretin che rimase, tremando","E l Aretina, che stava l , tremante,"
trad_divina_commedia_inferno_3_30.csv,"mi disse   Quel folletto   Gianni Schicchi,","mi disse   Quel demone   Gianni Schicchi,"
trad_divina_commedia_inferno_3_30.csv,e va rabbioso altrui cos  conciando .,e nella sua rabbia rabbiosa sbrana gli altri. 
trad_divina_commedia_inferno_3_30.csv," Oh , diss io lui,  se l altro non ti ficchi"," Oh,  gli ho detto,  cos  che l altro non risolvere"
trad_divina_commedia_inferno_3_30.csv,"li denti a dosso, non ti sia fatica","i suoi denti in te, sii cos  gentile da dirmi"
trad_divina_commedia_inferno_3_30.csv,"a dir chi  , pria che di qui si spicchi .",chi   prima che scappi. 
trad_divina_commedia_inferno_3_30.csv,Ed elli a me   Quell   l anima antica,Ed egli rispose   Questa   l anima antica
trad_divina_commedia_inferno_3_30.csv,"di Mirra scellerata, che divenne","di malvagia Mirra, che si   innamorata"
trad_divina_commedia_inferno_3_30.csv,"al padre, fuor del dritto amore, amica.",di suo padre con amore pi  che lecito.
trad_divina_commedia_inferno_3_30.csv,"Questa a peccar con esso cos  venne,", Ella convinse a peccare con lui
trad_divina_commedia_inferno_3_30.csv,"falsificando s  in altrui forma,","assumendo la forma di un altra persona,"
trad_divina_commedia_inferno_3_30.csv,"come l altro che l  sen va, sostenne,","come fece quell altra ombra, ansiosa di declassarsi,"
trad_divina_commedia_inferno_3_30.csv,"per guadagnar la donna de la torma,"," per guadagnare il mulo regina del branco,"
trad_divina_commedia_inferno_3_30.csv,"falsificare in s  Buoso Donati,","assumere la forma di Buoso Donati,"
trad_divina_commedia_inferno_3_30.csv,testando e dando al testamento norma .,Elaborare un testamento e dargli la giusta forma. 
trad_divina_commedia_inferno_3_30.csv,E poi che i due rabbiosi fuor passati,"Quando quei due frenetici ombreggiature, su cui"
trad_divina_commedia_inferno_3_30.csv,"sovra cu  io avea l occhio tenuto,","Avevo sistemato gli occhi, mi ero affrettato."
trad_divina_commedia_inferno_3_30.csv,rivolsilo a guardar li altri mal nati.,Mi sono girato per guardare gli altri nati per dolore.
trad_divina_commedia_inferno_3_30.csv,"Io vidi un, fatto a guisa di l uto,","Una che ho visto, modellata come un liuto..."
trad_divina_commedia_inferno_3_30.csv,pur ch elli avesse avuta l anguinaia,se fosse stato colpito dall inguine
trad_divina_commedia_inferno_3_30.csv,tronca da l altro che l uomo ha forcuto.,dall unione dove un uomo va biforcato.
trad_divina_commedia_inferno_3_30.csv,"La grave idropes , che s  dispaia","Il pesante dropsy, che affligge il corpo"
trad_divina_commedia_inferno_3_30.csv,"le membra con l omor che mal converte,",con il suo umorismo sgradevole
trad_divina_commedia_inferno_3_30.csv,"che  l viso non risponde a la ventraia,","in modo che il viso e la pancia non combaciano,"
trad_divina_commedia_inferno_3_30.csv,faceva lui tener le labbra aperte,costretto le sue labbra a distrarsi
trad_divina_commedia_inferno_3_30.csv,"come l etico fa, che per la sete",come una persona appiccicata con febbre frenetica riccioli
trad_divina_commedia_inferno_3_30.csv,l un verso  l mento e l altro in s  rinverte.,un labbro al mento e gira l altro verso l alto.
trad_divina_commedia_inferno_3_30.csv," O voi che sanz alcuna pena siete,",O voi che rimanete impuniti qui... non so perche ...
trad_divina_commedia_inferno_3_30.csv,"e non so io perch , nel mondo gramo ,","attraverso questo mondo di miseria,"
trad_divina_commedia_inferno_3_30.csv,"diss elli a noi,  guardate e attendete",disse   Aspettate e poi prendete in considerazione
trad_divina_commedia_inferno_3_30.csv,a la miseria del maestro Adamo ,La sofferenza del Maestro Adamo.
trad_divina_commedia_inferno_3_30.csv,"io ebbi, vivo, assai di quel ch i  volli,","Vivo, avevo in abbondanza tutto quello che volevo."
trad_divina_commedia_inferno_3_30.csv,"e ora, lasso!, un gocciol d acqua bramo.",E ora desidero una sola goccia d acqua!
trad_divina_commedia_inferno_3_30.csv,Li ruscelletti che d i verdi colli,"I ruscelli che, nel Casentino,"
trad_divina_commedia_inferno_3_30.csv,"del Casentin discendon giuso in Arno,","scendono lungo verdi colline fino all Arno,"
trad_divina_commedia_inferno_3_30.csv,"faccendo i lor canali freddi e molli,","mantenere i loro canali freschi e umidi,"
trad_divina_commedia_inferno_3_30.csv,"sempre mi stanno innanzi, e non indarno,","e non invano,"
trad_divina_commedia_inferno_3_30.csv,ch  l imagine lor vie pi  m asciuga,perch  la loro immagine mi fa ancora pi  sete
trad_divina_commedia_inferno_3_30.csv,che  l male ond io nel volto mi discarno.,che la malattia che spreca le mie caratteristiche.
trad_divina_commedia_inferno_3_30.csv,La rigida giustizia che mi fruga,La rigida giustizia che mi tormenta
trad_divina_commedia_inferno_3_30.csv,tragge cagion del loco ov io peccai,impiega il paesaggio dove ho peccato
trad_divina_commedia_inferno_3_30.csv,a metter pi  li miei sospiri in fuga.,per far venire i miei sospiri piu  velocemente.
trad_divina_commedia_inferno_3_30.csv,"Ivi   Romena, l  dov io falsai"," In quelle parti si trova Romena, dove ho forgiato"
trad_divina_commedia_inferno_3_30.csv,la lega suggellata del Batista ,la moneta stampata con Giovanni Battista.
trad_divina_commedia_inferno_3_30.csv,per ch io il corpo s  arso lasciai.,Per questo ho lasciato il mio corpo bruciato sopra.
trad_divina_commedia_inferno_3_30.csv,Ma s io vedessi qui l anima trista,Se solo potessi vedere quaggi  le anime miserabili...
trad_divina_commedia_inferno_3_30.csv,"di Guido o d Alessandro o di lor frate,","di Guido, di Alessandro o del loro fratello,"
trad_divina_commedia_inferno_3_30.csv,per Fonte Branda non darei la vista.,Non rinuncerei a quella vista per Fonte Branda.
trad_divina_commedia_inferno_3_30.csv,"Dentro c   l una gi , se l arrabbiate",Uno di loro e  gia  qui con noi.
trad_divina_commedia_inferno_3_30.csv,ombre che vanno intorno dicon vero ,se le tinte furiose che si muovono non mentono.
trad_divina_commedia_inferno_3_30.csv,"ma che mi val, c ho le membra legate?",A che serve per me le cui membra sono legate?
trad_divina_commedia_inferno_3_30.csv,S io fossi pur di tanto ancor leggero, Se solo fossi abbastanza leggero per muoversi
trad_divina_commedia_inferno_3_30.csv,"ch i  potessi in cent anni andare un oncia,","un solo centimetro ogni cento anni,"
trad_divina_commedia_inferno_3_30.csv,"io sarei messo gi  per lo sentiero,",A quest ora avrei gia  iniziato la mia strada.
trad_divina_commedia_inferno_3_30.csv,"cercando lui tra questa gente sconcia,"," per cercarlo nelle forme gonfie di questa fossa,"
trad_divina_commedia_inferno_3_30.csv,"con tutto ch ella volge undici miglia,",Anche se corre    miglia intorno
trad_divina_commedia_inferno_3_30.csv,e men d un mezzo di traverso non ci ha.,e si estende non meno di mezzo miglio attraverso.
trad_divina_commedia_inferno_3_30.csv,Io son per lor tra s  fatta famiglia ,"E  colpa loro se ho questi compagni,"
trad_divina_commedia_inferno_3_30.csv,e  m indussero a batter li fiorini,perch  sono stati loro a farmi colpire i fiorini
trad_divina_commedia_inferno_3_30.csv,ch avevan tre carati di mondiglia .,che ha tenuto tre carati  valore di dross. 
trad_divina_commedia_inferno_3_30.csv,E io a lui   Chi son li due tapini,E io a lui   Chi sono questi due miserabili
trad_divina_commedia_inferno_3_30.csv,"che fumman come man bagnate  l verno,",che vapore come le mani bagnate fanno in inverno
trad_divina_commedia_inferno_3_30.csv,giacendo stretti a  tuoi destri confini? .,e giacere cos  vicino a te alla tua destra?  
trad_divina_commedia_inferno_3_30.csv," Qui li trovai   e poi volta non dierno   ,","Li ho trovati quando ho piovuto in questo trogolo,"
trad_divina_commedia_inferno_3_30.csv,"rispuose,  quando piovvi in questo greppo,","disse   E anche allora non si muovevano,"
trad_divina_commedia_inferno_3_30.csv,e non credo che dieno in sempiterno.,n  credo che lo faranno per l eternit .
trad_divina_commedia_inferno_3_30.csv,L una   la falsa ch accus  Gioseppo ,"Una   la donna che ha mentito accusando Giuseppe,"
trad_divina_commedia_inferno_3_30.csv,l altr    l falso Sinon greco di Troia ,"l altro   il falso Sinon, il greco bugiardo di Troia."
trad_divina_commedia_inferno_3_30.csv,per febbre aguta gittan tanto leppo .,La febbre putrida li fa puzzare con una tale puzza. 
trad_divina_commedia_inferno_3_30.csv,"E l un di lor, che si rec  a noia","E uno di loro, che si e  offeso, forse..."
trad_divina_commedia_inferno_3_30.csv,"forse d esser nomato s  oscuro,","di essere chiamato cos  vile, colpiscilo"
trad_divina_commedia_inferno_3_30.csv,col pugno li percosse l epa croia.,con un pugno dritto sulla pancia rigida.
trad_divina_commedia_inferno_3_30.csv,Quella son  come fosse un tamburo ,E  esploso come un tamburo.
trad_divina_commedia_inferno_3_30.csv,e mastro Adamo li percosse il volto,"il cui braccio sembrava altrettanto robusto,"
trad_divina_commedia_inferno_3_30.csv,"col braccio suo, che non parve men duro,","usato, colpendo Sinon in faccia,"
trad_divina_commedia_inferno_3_30.csv,dicendo a lui   Ancor che mi sia tolto,dicendo   Anche se non posso muovermi
trad_divina_commedia_inferno_3_30.csv,"lo muover per le membra che son gravi,","perch  le mie gambe sono pesanti,"
trad_divina_commedia_inferno_3_30.csv,ho io il braccio a tal mestiere sciolto .,il mio braccio   abbastanza sciolto per un tale compito. 
trad_divina_commedia_inferno_3_30.csv,Ond ei rispuose   Quando tu andavi,E l altro rispose   Quando ti metteranno
trad_divina_commedia_inferno_3_30.csv,"al fuoco, non l avei tu cos  presto ","al fuoco, il tuo braccio non era cos  agile,"
trad_divina_commedia_inferno_3_30.csv,ma s  e pi  l avei quando coniavi .,anche se   stato abbastanza veloce quando stavi coniando. 
trad_divina_commedia_inferno_3_30.csv,E l idropico   Tu di  ver di questo ,"E quello con le gocce   Beh, questo   vero,"
trad_divina_commedia_inferno_3_30.csv,ma tu non fosti s  ver testimonio,ma tu non eri un testimone cos  veritiero
trad_divina_commedia_inferno_3_30.csv,l   ve del ver fosti a Troia richesto .,quando ti   stato chiesto di dire la verit  a Troia. 
trad_divina_commedia_inferno_3_30.csv," S io dissi falso, e tu falsasti il conio ,"," Se ho parlato falsamente, hai falsificato la moneta, "
trad_divina_commedia_inferno_3_30.csv,"disse Sinon   e son qui per un fallo,","Disse Sinon   E io sono qui solo per un offesa,"
trad_divina_commedia_inferno_3_30.csv,e tu per pi  ch alcun altro demonio! .,ma tu per pi  di ogni altro diavolo!. 
trad_divina_commedia_inferno_3_30.csv," Ricorditi, spergiuro, del cavallo ,"," Digiuriero, tieni a mente il cavallo, "
trad_divina_commedia_inferno_3_30.csv,rispuose quel ch av a infiata l epa ,"rispose il peccatore con la pancia gonfia,"
trad_divina_commedia_inferno_3_30.csv, e sieti reo che tutto il mondo sallo! .,E che ti dispiaccia che tutto il mondo lo sappia.
trad_divina_commedia_inferno_3_30.csv," E te sia rea la sete onde ti crepa ,"," E che tu possa soffrire di sete,  il Greco rispose,"
trad_divina_commedia_inferno_3_30.csv,"disse  l Greco,  la lingua, e l acqua marcia","che ti spacca la lingua, e dall umorismo fetido"
trad_divina_commedia_inferno_3_30.csv,che  l ventre innanzi a li occhi s  t assiepa! .,che volge il tuo ventre ad una siepe davanti ai tuoi occhi!. 
trad_divina_commedia_inferno_3_30.csv,Allora il monetier   Cos  si squarcia,"Poi il falsario   E cos , come al solito,"
trad_divina_commedia_inferno_3_30.csv,la bocca tua per tuo mal come suole ,la bocca si apre dalla febbre.
trad_divina_commedia_inferno_3_30.csv,"ch , s i  ho sete e omor mi rinfarcia,","Se ho sete, e gonfio di questo umorismo,"
trad_divina_commedia_inferno_3_30.csv,"tu hai l arsura e  l capo che ti duole,",Hai i tuoi incantesimi caldi e la tua testa dolorante.
trad_divina_commedia_inferno_3_30.csv,"e per leccar lo specchio di Narcisso,",Per voi a leccare lo specchio di Narciso
trad_divina_commedia_inferno_3_30.csv,non vorresti a  nvitar molte parole .,non avrebbe preso molto a titolo di invito. 
trad_divina_commedia_inferno_3_30.csv,"Ad ascoltarli er io del tutto fisso,","Ero tutto intento ad ascoltarli,"
trad_divina_commedia_inferno_3_30.csv,"quando  l maestro mi disse   Or pur mira,",quando il padrone disse   Vai dritto a guardare
trad_divina_commedia_inferno_3_30.csv,che per poco che teco non mi risso! .,e sono io che litigher  con te. 
trad_divina_commedia_inferno_3_30.csv,"Quand io  l senti  a me parlar con ira,",Quando l ho sentito parlare con me in collera
